Brand,total_products,avg_rating,total_reviews,avg_reviews,avg_price,max_price,min_price,per,avg_rating_nor,avg_reviews_nor,avg_price_nor,total_productst_nor
eilyee,3,4.833,33,11.0,20.897,22.75,19.93,0.00012220457045093486,0.6237918269791934,-0.34649497596466955,-0.26016811170075266,-0.22690999885996624
einskey,8,4.462,1284,160.5,15.055,16.73,12.82,0.0003258788545358263,-0.70822201974077,0.9228083120401587,-0.44041577281825395,-0.09917961423659688
ek,4,4.725,54,13.5,23.328,29.51,19.29,0.00016293942726791315,0.23603577456475514,-0.32526916847295,-0.18516262313919055,-0.20136392193529237
eklentson,3,4.8,36,12.0,19.64,22.07,16.83,0.00012220457045093486,0.5053108109636699,-0.33800465296798177,-0.298951286987418,-0.22690999885996624
elapsy,26,4.681,735,28.269,19.515,32.28,12.64,0.0010591062772414355,0.0780610865440603,-0.19987558813486772,-0.30280800688466,0.3606497704075328
elegance1234,2,4.3,721,360.5,6.68,6.72,6.64,8.146971363395658e-05,-1.2898560983624243,2.6208729113777216,-0.6988160059334668,-0.25245607578464013
elegear,3,5.0,22,7.333,39.33,42.39,37.33,0.00012220457045093486,1.2233775746941082,-0.37762899039352377,0.30855923122613915,-0.22690999885996624
eletecpro,1,5.0,9,9.0,20.51,20.51,20.51,4.073485681697829e-05,1.2233775746941082,-0.36347562195804517,-0.27210851650261375,-0.278002152709314
eleven,18,4.539,1448,80.444,13.938,15.75,12.71,0.0007332274227056092,-0.4317663157045517,0.24310701421731903,-0.4748794218200083,0.15628115501014186
elevesee,1,4.4,24,24.0,16.59,16.59,16.59,4.073485681697829e-05,-0.9308227164972035,-0.23612077700772796,-0.3930552524801224,-0.278002152709314
elifeacc,8,4.362,1352,169.0,14.93,19.07,8.85,0.0003258788545358263,-1.0672554016059876,0.9949760575120051,-0.44427249271549596,-0.09917961423659688
elite_pleasure,3,4.433,96,32.0,13.94,14.21,13.55,0.00012220457045093486,-0.8123417004816832,-0.16819819303422545,-0.4748177143016525,-0.22690999885996624
elle,2,4.6,47,23.5,11.6,11.75,11.45,8.146971363395658e-05,-0.21275595276676842,-0.24036593850607188,-0.5470155107780225,-0.25245607578464013
ellesse,4,5.0,56,14.0,98.402,99.14,97.69,0.00016293942726791315,1.2233775746941082,-0.32102400697460615,2.1311524933851667,-0.20136392193529237
elomi,37,4.724,1702,46.0,46.119,59.67,21.54,0.0015071897022281967,0.23244544074610493,-0.04933367108059605,0.5180254022851458,0.6416566165789455
emilyle,60,4.645,1587,26.45,19.927,25.08,13.83,0.002444091409018697,-0.051190930927420185,-0.21531948566584283,-0.29009625810335044,1.2292163858464444
emma_&_giovanni,11,4.745,743,67.545,16.343,20.86,15.25,0.00044808342498676117,0.30784245093780055,0.13359033788304292,-0.40067613099707255,-0.022541383462575258
empirelion,1,4.3,39,39.0,10.11,10.11,10.11,4.073485681697829e-05,-1.2898560983624243,-0.10876593205741075,-0.5929876119531469,-0.278002152709314
encounter,8,4.588,490,61.25,10.984,13.86,0.0,0.0003258788545358263,-0.2558399585905931,0.08014375461889311,-0.5660214264316309,-0.09917961423659688
endiess,2,5.0,15,7.5,66.35,67.02,65.68,8.146971363395658e-05,1.2233775746941082,-0.3762111064530769,1.1422278042139662,-0.25245607578464013
england_rugby,10,4.74,181,18.1,36.316,36.94,35.43,0.0004073485681697829,0.28989078184454004,-0.2862136826881861,0.21556600106384058,-0.048087460387249134
enjoydeal,4,4.55,396,99.0,9.472,9.95,8.71,0.00016293942726791315,-0.3922726436993772,0.40065344774385814,-0.61267231030867,-0.20136392193529237
enjoyoself,2,5.0,14,7.0,14.1,18.07,10.13,8.146971363395658e-05,1.2233775746941082,-0.38045626795142085,-0.46988111283318273,-0.25245607578464013
enkarl,6,4.7,75,12.5,15.71,21.67,12.9,0.0002444091409018697,0.14627742909845234,-0.33375949146963785,-0.42020656055670597,-0.1502717680859446
enter_shikari,8,5.0,65,8.125,16.015,18.43,15.12,0.0003258788545358263,1.2233775746941082,-0.37090465458014704,-0.4107961640074355,-0.09917961423659688
eonar,18,4.661,1188,66.0,23.829,24.46,22.27,0.0007332274227056092,0.006254410171014879,0.12047278885316023,-0.16970488979104464,0.15628115501014186
eono,3,4.6,34,11.333,17.95,17.99,17.89,0.00012220457045093486,-0.21275595276676842,-0.3436676984067725,-0.35109413999812966,-0.22690999885996624
eozy,1,4.1,291,291.0,3.75,3.75,3.75,4.073485681697829e-05,-2.0079228620928626,2.0307954631079186,-0.789217520324819,-0.278002152709314
esdabem,2,4.75,23,11.5,16.67,16.68,16.66,8.146971363395658e-05,0.3257941200310611,-0.34224981446632563,-0.3905869517458875,-0.25245607578464013
espionage,20,4.895,289,14.45,19.39,28.95,18.25,0.0008146971363395658,0.8463925237356269,-0.3172033616260966,-0.306664726781902,0.2073733088594896
essence',1,4.7,32,32.0,19.24,19.24,19.24,4.073485681697829e-05,0.14627742909845234,-0.16819819303422545,-0.3112927906585924,-0.278002152709314
estwell,8,4.4,483,60.375,11.63,14.04,10.34,0.0003258788545358263,-0.9308227164972035,0.07271472199679127,-0.5460898980026844,-0.09917961423659688
ettore,5,4.9,56,11.2,47.274,51.35,44.57,0.00020367428408489145,0.8643441928288906,-0.34479691136533197,0.5536614941356618,-0.1758178450106185
eu,2,4.9,26,13.0,68.08,68.45,67.71,8.146971363395658e-05,0.8643441928288906,-0.32951432997129393,1.1956048075917953,-0.25245607578464013
eu_xcellent_global,2,4.2,658,329.0,24.23,24.31,24.15,8.146971363395658e-05,-1.648889480227642,2.3534277369820553,-0.15733253236069236,-0.25245607578464013
eudolah,41,4.359,4421,107.829,20.604,21.92,19.2,0.0016701291294961098,-1.0780264030619446,0.47561450948161477,-0.2692082631398879,0.7438409242776409
eureka,1,5.0,13,13.0,38.75,38.75,38.75,4.073485681697829e-05,1.2233775746941082,-0.32951432997129393,0.2906640509029364,-0.278002152709314
everlast,3,4.5,75,25.0,30.723,33.04,28.25,0.00012220457045093486,-0.571789334631986,-0.22763045401104015,0.04300092598164516,-0.22690999885996624
everton_f.c.,32,4.578,2200,68.75,19.637,38.8,16.5,0.0013035154181433052,-0.29174329677711425,0.14382117709405173,-0.2990438482649518,0.5139262319555761
everworth,1,4.5,26,26.0,18.07,18.07,18.07,4.073485681697829e-05,-0.571789334631986,-0.21914013101435234,-0.3473916888967773,-0.278002152709314
ex_famous_store,15,4.607,3356,223.733,14.2,14.53,13.77,0.0006110228522546743,-0.18762361603620106,1.4596769060897192,-0.46679573691538917,0.07964292423612024
excoup,2,4.8,45,22.5,26.515,30.39,22.64,8.146971363395658e-05,0.5053108109636699,-0.2488562615027597,-0.0868316926391089,-0.25245607578464013
exfamousstore,2,4.55,63,31.5,14.15,14.22,14.08,8.146971363395658e-05,-0.3922726436993772,-0.17244335453256937,-0.4683384248742859,-0.25245607578464013
exofficio,105,4.415,2645,25.19,45.424,104.73,10.73,0.00427715996578272,-0.8769677092174218,-0.22601729264166948,0.49658203965648035,2.3787898474567686
explore_land,2,4.6,268,134.0,13.61,14.31,12.91,8.146971363395658e-05,-0.21275595276676842,0.6978147526279316,-0.4849994548303713,-0.25245607578464013
expower,1,3.4,47,47.0,9.23,9.23,9.23,4.073485681697829e-05,-4.521156535149394,-0.04084334808390824,-0.6201389200297304,-0.278002152709314
extremities,1,4.5,30,30.0,26.67,26.67,26.67,4.073485681697829e-05,-0.571789334631986,-0.1851788390276011,-0.08204935996652882,-0.278002152709314
extsud,2,5.0,23,11.5,11.715,11.82,11.61,8.146971363395658e-05,1.2233775746941082,-0.34224981446632563,-0.5434673284725597,-0.25245607578464013
eyelevel,2,4.8,62,31.0,20.43,20.55,20.31,8.146971363395658e-05,0.5053108109636699,-0.17668851603091326,-0.2745768172368487,-0.25245607578464013
f_flyrong,3,4.367,119,39.667,22.85,27.65,14.44,0.00012220457045093486,-1.049303732512727,-0.10310288661861997,-0.19991072002624383,-0.22690999885996624
fabrica_fashion,1,4.8,10,10.0,27.15,27.15,27.15,4.073485681697829e-05,0.5053108109636699,-0.3549852989613574,-0.0672395555611197,-0.278002152709314
facool,8,4.95,76,9.5,23.269,30.2,16.36,0.0003258788545358263,1.0438608837614995,-0.3592304604597013,-0.18698299493068882,-0.09917961423659688
falary,1,5.0,7,7.0,12.72,12.72,12.72,4.073485681697829e-05,1.2233775746941082,-0.38045626795142085,-0.5124593004987341,-0.278002152709314
falechay,3,5.0,26,8.667,14.883,14.97,14.73,0.00012220457045093486,1.2233775746941082,-0.3663028995159422,-0.445722619396859,-0.22690999885996624
falke,29,4.824,508,17.517,39.323,73.93,17.73,0.0011813108476923704,0.5914788226113226,-0.2911635409952551,0.3083432549118937,0.4372880011815545
falke_ess,2,4.75,39,19.5,40.85,44.73,36.97,8.146971363395658e-05,0.3257941200310611,-0.27432723049282315,0.35545694517660176,-0.25245607578464013
familyfirst,1,4.2,48,48.0,0.0,0.0,0.0,4.073485681697829e-05,-1.648889480227642,-0.032353025087220426,-0.9049191172420784,-0.278002152709314
famulily,1,4.3,72,72.0,11.1,11.1,11.1,4.073485681697829e-05,-1.2898560983624243,0.17141472683328712,-0.5624423903669904,-0.278002152709314
fan_print_designs,1,4.6,22,22.0,28.16,28.16,28.16,4.073485681697829e-05,-0.21275595276676842,-0.2531014230011036,-0.03607725879140443,-0.278002152709314
fanient,2,4.6,52,26.0,12.675,12.89,12.46,8.146971363395658e-05,-0.21275595276676842,-0.21914013101435234,-0.5138477196617413,-0.25245607578464013
fansir,2,4.75,15,7.5,10.87,13.01,8.73,8.146971363395658e-05,0.3257941200310611,-0.3762111064530769,-0.5695387549779155,-0.25245607578464013
fantasie,32,4.722,451,14.094,49.517,69.94,0.0,0.0013035154181433052,0.22526477310880136,-0.32022591661291744,0.6228664759717719,0.5139262319555761
farabi_sports,2,4.75,22,11.0,15.8,15.83,15.77,8.146971363395658e-05,0.3257941200310611,-0.34649497596466955,-0.41742972223069175,-0.25245607578464013
farah_classic,2,4.8,44,22.0,45.935,45.94,45.93,8.146971363395658e-05,0.5053108109636699,-0.2531014230011036,0.5123483105964056,-0.25245607578464013
fashion_boutique_beelu,1,5.0,17,17.0,18.71,18.71,18.71,4.073485681697829e-05,1.2233775746941082,-0.2955530379845427,-0.32764528302289836,-0.278002152709314
fashion_friendly,7,4.529,798,114.0,23.837,25.82,19.23,0.00028514399771884804,-0.46766965389107285,0.5280082926941754,-0.16945805971762118,-0.12472569116127075
fashion_instyle_ltd,1,4.8,8,8.0,0.0,0.0,0.0,4.073485681697829e-05,0.5053108109636699,-0.371965944954733,-0.9049191172420784,-0.278002152709314
fashion_oasis,3,4.433,176,58.667,10.007,10.1,9.84,0.00012220457045093486,-0.8123417004816832,0.058213250318448505,-0.5961655491484742,-0.22690999885996624
fashion_star,1,2.8,4,4.0,13.35,13.35,13.35,4.073485681697829e-05,-6.675356826340707,-0.40592723694148425,-0.49302143221663464,-0.278002152709314
fashion_victim,1,4.7,17,17.0,6.13,6.13,6.13,4.073485681697829e-05,0.14627742909845234,-0.2955530379845427,-0.7157855734813316,-0.278002152709314
fashy,4,4.375,329,82.25,2.138,8.55,0.0,0.00016293942726791315,-1.0205810619635096,0.2584405375493372,-0.8389537801196515,-0.20136392193529237
fastar,1,4.5,17,17.0,3.56,3.56,3.56,4.073485681697829e-05,-0.571789334631986,-0.2955530379845427,-0.7950797345686268,-0.278002152709314
fat_face,1,5.0,6,6.0,46.32,46.32,46.32,4.073485681697829e-05,1.2233775746941082,-0.38894659094810863,0.524227007879911,-0.278002152709314
faybox_bridal,5,4.58,428,85.6,11.652,11.8,11.47,0.00020367428408489145,-0.2845626291398107,0.28688311958824136,-0.5454111153007698,-0.1758178450106185
fazitrip,51,4.853,1482,29.059,21.816,51.73,0.0,0.002077477697665893,0.6955985033522357,-0.1931682329674843,-0.2318135070162296,0.9993016935243797
fdm,13,4.646,495,38.077,27.043,28.48,25.3,0.0005295531386207178,-0.0476005971087668,-0.11660250018335362,-0.07054090779315882,0.02855077038677249
fdx,156,4.619,10660,68.333,22.952,61.49,0.0,0.006354637663448613,-0.14453961021237638,0.14028071240443288,-0.19676363659009438,3.6816397706151363
feelingirl,41,4.349,5215,127.195,18.478,40.11,14.67,0.0016701291294961098,-1.1139297412484657,0.640038104635471,-0.33480335515217946,0.7438409242776409
feetures,15,4.66,287,19.133,15.911,17.51,13.05,0.0006110228522546743,0.00266407635236468,-0.2774431790326076,-0.4140049549619409,0.07964292423612024
felbridge_green,2,4.9,18,9.0,18.83,20.66,17.0,8.146971363395658e-05,0.8643441928288906,-0.36347562195804517,-0.3239428319215461,-0.25245607578464013
felicon,16,4.556,591,36.938,13.016,13.86,11.61,0.0006517577090716526,-0.37073064078746326,-0.126272978076581,-0.5033265877820652,0.1051890011607941
fenside_country_clothing,2,4.6,388,194.0,94.005,98.14,89.87,8.146971363395658e-05,-0.21275595276676842,1.2072341324292004,1.9954885142797827,-0.25245607578464013
field_&_stream,2,4.708,15,7.5,24.99,29.99,19.99,8.146971363395658e-05,0.17500009964766988,-0.3762111064530769,-0.13388367538546117,-0.25245607578464013
fila,5,4.8,5,1.0,54.992,71.99,35.0,0.00020367428408489145,0.5053108109636699,-0.4313982059315477,0.7917908074709706,-0.1758178450106185
filson,2,5.0,2,1.0,117.465,150.0,84.93,8.146971363395658e-05,1.2233775746941082,-0.4313982059315477,2.7193177045941583,-0.25245607578464013
find,26,4.688,438,16.846,19.982,34.01,10.13,0.0010591062772414355,0.10319342327462445,-0.29686054772603254,-0.28839930134856395,0.3606497704075328
findway,4,4.9,58,14.5,28.45,30.37,25.52,0.00016293942726791315,0.8643441928288906,-0.3167788454762622,-0.02712966862980305,-0.20136392193529237
finejo,2,4.5,34,17.0,17.405,17.7,17.11,8.146971363395658e-05,-0.571789334631986,-0.2955530379845427,-0.3679094387501046,-0.25245607578464013
finger_ten,4,4.75,154,38.5,10.228,11.37,9.17,0.00016293942726791315,0.3257941200310611,-0.11301109355575467,-0.5893468683701505,-0.20136392193529237
firetrap,18,4.6,486,27.0,30.433,39.88,0.0,0.0007332274227056092,-0.21275595276676842,-0.21064980801766453,0.03405333582004379,0.15628115501014186
fit_nation,4,4.5,2053,513.25,9.605,15.33,7.67,0.00016293942726791315,-0.571789334631986,3.9177697491217853,-0.6085687603380044,-0.20136392193529237
fitibest,15,4.673,286,19.067,17.731,31.36,14.62,0.0006110228522546743,0.049338415994842774,-0.278003540350389,-0.35785111325809754,0.07964292423612024
fitsox,1,4.1,343,343.0,5.67,5.67,5.67,4.073485681697829e-05,-2.0079228620928626,2.472292258935685,-0.7299783027031821,-0.278002152709314
fittin,1,4.5,48,48.0,29.42,29.42,29.42,4.073485681697829e-05,-0.571789334631986,-0.032353025087220426,0.0027984777727948144,-0.278002152709314
fittoo,14,4.65,274,19.571,14.98,20.03,7.09,0.0005702879954376961,-0.03323926183415644,-0.27372441756005833,-0.4427298047565991,0.054096847311446365
fiveblack,1,4.8,12,12.0,12.1,12.1,12.1,4.073485681697829e-05,0.5053108109636699,-0.33800465296798177,-0.5315886311890545,-0.278002152709314
fiyote,85,4.655,1677,19.729,20.254,26.6,0.0,0.0034624628294431547,-0.015287592740895879,-0.2723829465265816,-0.28000707885216536,1.8678683089632913
fjallraven,45,4.84,332,7.378,205.583,507.49,97.93,0.0018330685567640229,0.6489241637097576,-0.3772469258586728,5.438089255835511,0.8460252319763364
flabor+mantel,1,5.0,6,6.0,29.75,29.75,29.75,4.073485681697829e-05,1.2233775746941082,-0.38894659094810863,0.012980218301513597,-0.278002152709314
flatik,18,4.494,877,48.722,16.677,20.99,14.06,0.0007332274227056092,-0.5933313375438999,-0.026223011883611813,-0.390370975431642,0.15628115501014186
flogrown,1,5.0,2,2.0,15.97,15.97,15.97,4.073485681697829e-05,1.2233775746941082,-0.42290788293485987,-0.4121845831704426,-0.278002152709314
flyfish,1,4.7,8,8.0,18.59,18.59,18.59,4.073485681697829e-05,0.14627742909845234,-0.371965944954733,-0.33134773412425067,-0.278002152709314
flyily,83,4.458,6744,81.253,18.43,20.8,12.16,0.003380993115809198,-0.7225833550153772,0.24997568552163946,-0.3362843355927204,1.8167761551139434
flyland,2,5.0,41,20.5,24.315,24.4,24.23,8.146971363395658e-05,1.2233775746941082,-0.2658369074961353,-0.1547099628305678,-0.25245607578464013
flylow,31,4.942,56,1.806,264.096,550.0,44.93,0.001262780561326327,1.015138213212282,-0.42455500559621734,7.243435266614072,0.4883801550309022
flyrong,4,4.975,41,10.25,15.422,26.08,0.0,0.00016293942726791315,1.1336192292278022,-0.3528627182121854,-0.4290924431999515,-0.20136392193529237
fm_london,2,4.5,160,80.0,11.66,11.71,11.61,8.146971363395658e-05,-0.571789334631986,0.23933731080678963,-0.5451642852273463,-0.25245607578464013
fnkdor,5,4.88,35,7.0,6.72,9.6,2.73,0.00020367428408489145,0.7925375164558452,-0.38045626795142085,-0.6975818555663494,-0.1758178450106185
foclassy,2,5.0,20,10.0,22.73,22.84,22.62,8.146971363395658e-05,1.2233775746941082,-0.3549852989613574,-0.20361317112759617,-0.25245607578464013
fooyou,3,4.6,66,22.0,13.833,14.44,13.17,0.00012220457045093486,-0.21275595276676842,-0.2531014230011036,-0.4781190665336916,-0.22690999885996624
forever_dreaming,4,4.9,84,21.0,25.61,26.38,25.11,0.00016293942726791315,0.8643441928288906,-0.2615917459977914,-0.11475434469514091,-0.20136392193529237
fortnite,4,4.8,91,22.75,34.422,35.69,33.81,0.00016293942726791315,0.5053108109636699,-0.24673368075358773,0.15712898118082988,-0.20136392193529237
fortress,41,4.512,3006,73.317,25.331,35.23,17.69,0.0016701291294961098,-0.5287053288081612,0.18259648221992492,-0.12336254350578502,0.7438409242776409
four_heart,2,4.7,79,39.5,26.43,27.17,25.69,8.146971363395658e-05,0.14627742909845234,-0.10452077055906685,-0.0894542621692335,-0.25245607578464013
fox,4,5.0,36,9.0,37.88,38.22,37.45,0.00016293942726791315,1.2233775746941082,-0.36347562195804517,0.2638212804181323,-0.20136392193529237
foxter_bike_wear,4,5.0,32,8.0,15.172,16.59,14.48,0.00016293942726791315,1.2233775746941082,-0.371965944954733,-0.43680588299443546,-0.20136392193529237
free_people_movement,1,5.0,1,1.0,68.0,68.0,68.0,4.073485681697829e-05,1.2233775746941082,-0.4313982059315477,1.1931365068575606,-0.278002152709314
free_soldier,7,4.486,357,51.0,23.583,49.41,18.2,0.00028514399771884804,-0.6220540080931175,-0.006882056097156984,-0.17729491454881693,-0.12472569116127075
freefun,3,4.8,30,10.0,24.577,25.63,23.92,0.00012220457045093486,0.5053108109636699,-0.3549852989613574,-0.1466262779259486,-0.22690999885996624
freemaster,4,4.5,246,61.5,16.525,16.99,16.02,0.00016293942726791315,-0.571789334631986,0.08226633536806507,-0.3950607468266883,-0.20136392193529237
freetoo,7,4.514,1105,157.857,16.66,18.59,13.91,0.00028514399771884804,-0.5215246611708545,0.9003683883599128,-0.3908954893376669,-0.12472569116127075
freiesoldaten,1,4.5,22,22.0,36.15,36.15,36.15,4.073485681697829e-05,-0.571789334631986,-0.2531014230011036,0.2104442770403031,-0.278002152709314
freya,106,4.821,2599,24.519,38.705,59.78,12.38,0.0043178948225996985,0.5807078211553656,-0.231714299372447,0.2892756317399292,2.4043359243814426
fringoo,63,4.429,5807,92.175,16.513,20.33,0.0,0.0025662959794696323,-0.8267030357562903,0.34270699329146376,-0.3954309919368234,1.305854616620466
fruit_of_the_loom,160,4.476,30772,192.325,20.828,39.04,7.43,0.006517577090716526,-0.6579573462796385,1.1930128414097483,-0.26229702108403025,3.7838240783138315
fteox,1,5.0,7,7.0,15.44,15.44,15.44,4.073485681697829e-05,1.2233775746941082,-0.38045626795142085,-0.4285370755347487,-0.278002152709314
fuibo,3,5.0,18,6.0,3.767,3.78,3.74,0.00012220457045093486,1.2233775746941082,-0.38894659094810863,-0.788693006418794,-0.22690999885996624
fulltime,7,4.686,127,18.143,32.414,32.62,32.16,0.00028514399771884804,0.09601275563732087,-0.2858485987993285,0.09517463275153479,-0.12472569116127075
fulltime(tm),6,4.7,204,34.0,4.557,4.6,4.51,0.0002444091409018697,0.14627742909845234,-0.15121754704084983,-0.7643185366682247,-0.1502717680859446
funkyshirt,6,4.883,65,10.833,18.743,26.35,0.0,0.0002444091409018697,0.8033085179118022,-0.34791285990511644,-0.3266271089700265,-0.1502717680859446
funnasting,1,4.6,20,20.0,9.21,9.21,9.21,4.073485681697829e-05,-0.21275595276676842,-0.27008206899447923,-0.6207559952132891,-0.278002152709314
futurino,1,4.8,8,8.0,19.14,19.14,19.14,4.073485681697829e-05,0.5053108109636699,-0.371965944954733,-0.31437816657638595,-0.278002152709314
futuro,7,4.471,242,34.571,12.783,13.06,12.46,0.00028514399771884804,-0.6759090153728992,-0.1463695726097411,-0.5105155136705243,-0.12472569116127075
fuyuanda,14,4.636,329,23.5,20.531,24.19,15.34,0.0005702879954376961,-0.08350393529528792,-0.24036593850607188,-0.2714605875598772,0.054096847311446365
fylina,2,4.85,31,15.5,18.3,29.54,7.06,8.146971363395658e-05,0.6848275018962787,-0.3082885224795744,-0.3402953242858521,-0.25245607578464013
g.s.m._europe___billabong,1,5.0,9,9.0,31.77,31.77,31.77,4.073485681697829e-05,1.2233775746941082,-0.36347562195804517,0.07530481184094404,-0.278002152709314
g4free,1,4.6,19,19.0,15.29,15.29,15.29,4.073485681697829e-05,-0.21275595276676842,-0.27857239199116707,-0.4331651394114391,-0.278002152709314
g5_apparel,1,4.4,158,158.0,32.04,32.04,32.04,4.073485681697829e-05,-0.9308227164972035,0.9015825045484391,0.08363532681898671,-0.278002152709314
g_form,1,4.9,7,7.0,106.71,106.71,106.71,4.073485681697829e-05,0.8643441928288906,-0.38045626795142085,2.3874855246354576,-0.278002152709314
g_star_raw,5,5.0,63,12.6,45.076,56.94,29.55,0.00020367428408489145,1.2233775746941082,-0.33291045916996903,0.4858449314625587,-0.1758178450106185
gadiemenss,33,4.836,5243,158.879,9.523,13.19,0.0,0.0013442502749602835,0.6345628284351504,0.9090454984625277,-0.6110987685905952,0.53947230888025
gadiemkensd,27,4.83,3263,120.852,9.917,13.17,0.0,0.0010998411340584137,0.6130208255232364,0.5861839858674802,-0.5989423874744885,0.3861958473322067
game,9,4.844,113,12.556,19.808,21.85,18.93,0.0003666137113528046,0.663285498984368,-0.33328403338182333,-0.2937678554455248,-0.073633537311923
game_alliance,1,4.7,12,12.0,33.88,33.88,33.88,4.073485681697829e-05,0.14627742909845234,-0.33800465296798177,0.1404062437063888,-0.278002152709314
game_technical_apparel,13,4.562,669,51.462,40.098,71.39,20.54,0.0005295531386207178,-0.3491886378755493,-0.0029595268726871856,0.3322549182747939,0.02855077038677249
gant,3,4.933,26,8.667,128.797,141.79,111.47,0.00012220457045093486,0.982825208844411,-0.3663028995159422,3.0689525035985272,-0.22690999885996624
ganzton,2,4.65,119,59.5,35.99,36.01,35.97,8.146971363395658e-05,-0.03323926183415644,0.06528568937468944,0.20550767557183347,-0.25245607578464013
gaorui,1,4.6,13,13.0,2.88,2.88,2.88,4.073485681697829e-05,-0.21275595276676842,-0.32951432997129393,-0.8160602908096232,-0.278002152709314
garsumiss,2,4.4,64,32.0,13.15,13.17,13.13,8.146971363395658e-05,-0.9308227164972035,-0.16819819303422545,-0.4991921840522217,-0.25245607578464013
gas_monkey_garage,6,4.75,119,19.833,54.703,71.42,45.83,0.0002444091409018697,0.3257941200310611,-0.2714999529349261,0.7828740710685473,-0.1502717680859446
gelert,6,5.0,46,7.667,29.607,32.29,24.53,0.0002444091409018697,1.2233775746941082,-0.37479322251263003,0.008568130739068747,-0.1502717680859446
gem,20,4.29,7595,379.75,20.694,21.09,20.23,0.0008146971363395658,-1.3257594365489453,2.784311629063962,-0.26643142481387366,0.2073733088594896
gemini_mall,5,4.82,47,9.4,0.584,0.59,0.58,0.00020367428408489145,0.5771174873367153,-0.36007949275937007,-0.886900521882164,-0.1758178450106185
generic,48,4.727,935,19.479,15.848,45.53,5.03,0.0019552731272149577,0.24321644220206193,-0.2745055272757536,-0.4159487417901508,0.922663462750358
geographical_norway,8,4.588,283,35.375,71.761,169.18,42.99,0.0003258788545358263,-0.2558399585905931,-0.1395433529204041,1.3091774951257773,-0.09917961423659688
get_lucky,2,4.7,26,13.0,16.275,16.38,16.17,8.146971363395658e-05,0.14627742909845234,-0.32951432997129393,-0.40277418662117226,-0.25245607578464013
get_the_trend,4,4.65,148,37.0,0.0,0.0,0.0,0.00016293942726791315,-0.03323926183415644,-0.12574657805078637,-0.9049191172420784,-0.20136392193529237
get_top_marketing,1,4.5,54,54.0,0.0,0.0,0.0,4.073485681697829e-05,-0.571789334631986,0.01858891289290646,-0.9049191172420784,-0.278002152709314
geyoga,1,4.8,9,9.0,16.67,16.67,16.67,4.073485681697829e-05,0.5053108109636699,-0.36347562195804517,-0.3905869517458875,-0.278002152709314
ghb,1,4.4,138,138.0,12.64,12.64,12.64,4.073485681697829e-05,-0.9308227164972035,0.7317760446146828,-0.5149276012329691,-0.278002152709314
giking,11,4.518,279,25.364,22.597,24.49,17.82,0.00044808342498676117,-0.5071633258962474,-0.2245399764402458,-0.20771672109826161,-0.022541383462575258
gildan,5,4.54,3299,659.8,23.26,29.6,16.29,0.00020367428408489145,-0.42817598188589834,5.162026584286384,-0.18726067876329014,-0.1758178450106185
gilden,11,5.0,100,9.091,15.939,16.53,11.91,0.00044808342498676117,1.2233775746941082,-0.3627030025653466,-0.41314104970495863,-0.022541383462575258
gill,2,4.5,118,59.0,66.925,70.37,63.48,8.146971363395658e-05,-0.571789334631986,0.061040527876345535,1.1599687157412795,-0.25245607578464013
gimdumasa,3,5.0,96,32.0,19.847,19.97,19.61,0.00012220457045093486,1.2233775746941082,-0.16819819303422545,-0.29256455883758525,-0.22690999885996624
giorzio,8,4.962,75,9.375,10.908,11.22,10.65,0.0003258788545358263,1.0869448895853242,-0.36029175083428727,-0.5683663121291541,-0.09917961423659688
girly_look,2,4.6,22,11.0,7.605,7.63,7.58,8.146971363395658e-05,-0.21275595276676842,-0.34649497596466955,-0.6702762786938762,-0.25245607578464013
gisdanchz,7,4.914,125,17.857,16.4,17.01,13.57,0.00028514399771884804,0.9146088662900189,-0.2882768311763812,-0.39891746672393025,-0.12472569116127075
givbro,5,4.58,267,53.4,8.718,15.3,0.0,0.00020367428408489145,-0.2845626291398107,0.013494719094893758,-0.6359360447288336,-0.1758178450106185
giwil,1,4.8,13,13.0,12.81,12.81,12.81,4.073485681697829e-05,0.5053108109636699,-0.32951432997129393,-0.5096824621727201,-0.278002152709314
glamorise,32,4.391,2884,90.125,37.11,57.76,26.29,0.0013035154181433052,-0.9631357208650745,0.3253018311482538,0.24006388585112157,0.5139262319555761
glenmuir,10,5.0,74,7.4,46.214,89.09,32.27,0.0004073485681697829,1.2233775746941082,-0.3770601387527457,0.5209565094070496,-0.048087460387249134
glider_gloves,1,4.1,93,93.0,18.48,18.48,18.48,4.073485681697829e-05,-2.0079228620928626,0.3497115097637312,-0.3347416476338236,-0.278002152709314
global_vision,2,4.65,94,47.0,18.785,25.69,11.88,8.146971363395658e-05,-0.03323926183415644,-0.04084334808390824,-0.3253312510845532,-0.25245607578464013
gluckliy,2,4.55,60,30.0,1.285,1.42,1.15,8.146971363395658e-05,-0.3922726436993772,-0.1851788390276011,-0.8652720366984309,-0.25245607578464013
gm,1,4.8,12,12.0,8.99,8.99,8.99,4.073485681697829e-05,0.5053108109636699,-0.33800465296798177,-0.627543822232435,-0.278002152709314
gmardar,1,4.7,14,14.0,18.42,18.42,18.42,4.073485681697829e-05,0.14627742909845234,-0.32102400697460615,-0.3365928731844997,-0.278002152709314
gofodn,2,4.8,18,9.0,6.88,7.31,6.45,8.146971363395658e-05,0.5053108109636699,-0.36347562195804517,-0.6926452540978797,-0.25245607578464013
