Brand,total_products,avg_rating,total_reviews,avg_reviews,avg_price,max_price,min_price,per,avg_rating_nor,avg_reviews_nor,avg_price_nor,total_productst_nor
jiangfu,1,4.3,50,50.0,4.34,4.34,4.34,4.073485681697829e-05,-1.2898560983624243,-0.015372379093844799,-0.7710138024098367,-0.278002152709314
jimnath,5,4.52,171,34.2,14.806,15.02,14.67,0.00020367428408489145,-0.4999826582589437,-0.14951948244151225,-0.44809835885356003,-0.1758178450106185
jinidu,4,4.9,49,12.25,19.803,22.46,12.21,0.00016293942726791315,0.8643441928288906,-0.3358820722188098,-0.29392212424141445,-0.20136392193529237
jinjinyi,16,4.706,449,28.062,12.463,13.74,11.94,0.0006517577090716526,0.16781943201036628,-0.20163308499518207,-0.5203887166074638,0.1051890011607941
jinroz,3,4.7,46,15.333,16.477,33.16,0.0,0.00012220457045093486,0.14627742909845234,-0.3097064064200213,-0.39654172726722914,-0.22690999885996624
jl_sport,1,4.8,10,10.0,54.6,54.6,54.6,4.073485681697829e-05,0.5053108109636699,-0.3549852989613574,0.7796961338732199,-0.278002152709314
joecy,20,5.0,221,11.05,20.234,24.41,20.01,0.0008146971363395658,1.2233775746941082,-0.3460704598148352,-0.28062415403572405,0.2073733088594896
joeyoung,1,4.9,15,15.0,10.82,10.82,10.82,4.073485681697829e-05,0.8643441928288906,-0.3125336839779183,-0.5710814429368124,-0.278002152709314
john_shark,1,4.5,12,12.0,20.51,20.51,20.51,4.073485681697829e-05,-0.571789334631986,-0.33800465296798177,-0.27210851650261375,-0.278002152709314
johnson,1,5.0,1,1.0,27.99,27.99,27.99,4.073485681697829e-05,1.2233775746941082,-0.4313982059315477,-0.04132239785165358,-0.278002152709314
jojoans,9,4.5,356,39.556,25.363,26.23,21.64,0.0003666137113528046,-0.571789334631986,-0.10404531247125236,-0.12237522321209106,-0.073633537311923
joko,2,4.3,148,74.0,12.755,12.76,12.75,8.146971363395658e-05,-1.2898560983624243,0.18839537282666274,-0.5113794189275065,-0.25245607578464013
joules,25,4.7,1047,41.88,60.312,118.71,9.56,0.0010183714204244573,0.14627742909845234,-0.08431380182694984,0.9559328062975895,0.33510369348285896
joweechy,3,5.0,21,7.0,19.73,20.15,19.36,0.00012220457045093486,1.2233775746941082,-0.38045626795142085,-0.2961744486614038,-0.22690999885996624
joyoldelf,2,4.7,56,28.0,12.435,14.44,10.43,8.146971363395658e-05,0.14627742909845234,-0.20215948502097672,-0.521252621864446,-0.25245607578464013
joyshaper,17,4.582,315,18.529,15.937,21.84,12.63,0.0006924925658886309,-0.27738196150250705,-0.28257133412260704,-0.41320275722331457,0.13073507808546797
joyspels,8,4.925,149,18.625,21.709,22.45,20.34,0.0003258788545358263,0.9541025382951934,-0.28175626311492497,-0.23511485924826872,-0.09917961423659688
jrb_golf,2,4.65,29,14.5,21.8,43.6,0.0,8.146971363395658e-05,-0.03323926183415644,-0.3167788454762622,-0.23230716716307653,-0.25245607578464013
jtdeal,2,4.55,150,75.0,11.675,11.76,11.59,8.146971363395658e-05,-0.3922726436993772,0.19688569582335055,-0.5447014788396771,-0.25245607578464013
juicy_trendz,6,4.533,343,57.167,25.573,33.91,22.11,0.0002444091409018697,-0.4533083186164625,0.04547776582341678,-0.1158959337847245,-0.1502717680859446
juisdesy,2,4.8,44,22.0,24.185,24.58,23.79,8.146971363395658e-05,0.5053108109636699,-0.2531014230011036,-0.15872095152369953,-0.25245607578464013
junlan,49,4.469,13295,271.327,2.893,10.6,0.0,0.001996007984031936,-0.6830896830102027,1.8637653387940791,-0.81565919194031,0.948209539675032
jurtee,2,4.25,52,26.0,9.835,9.84,9.83,8.146971363395658e-05,-1.469372789295033,-0.21914013101435234,-0.6014723957270791,-0.25245607578464013
just_cool,10,4.42,1609,160.9,4.557,17.75,0.0,0.0004073485681697829,-0.8590160401241613,0.9262044412388338,-0.7643185366682247,-0.048087460387249134
justonestyle,4,4.5,323,80.75,39.28,51.18,35.08,0.00016293942726791315,-0.571789334631986,0.24570505305430548,0.3070165432672424,-0.20136392193529237
justsun,23,4.761,458,19.913,18.108,19.39,17.45,0.0009369017067905007,0.3652877920362356,-0.27082072709519106,-0.34621924604801574,0.2840115396335112
juvale,1,5.0,6,6.0,11.45,11.45,11.45,4.073485681697829e-05,1.2233775746941082,-0.38894659094810863,-0.5516435746547128,-0.278002152709314
jywmsc,1,4.8,8,8.0,27.93,27.93,27.93,4.073485681697829e-05,0.5053108109636699,-0.371965944954733,-0.04317362340232969,-0.278002152709314
kalorywee,1,4.5,34,34.0,3.86,3.86,3.86,4.073485681697829e-05,-0.571789334631986,-0.15121754704084983,-0.785823606815246,-0.278002152709314
kamikaze,6,5.0,48,8.0,40.843,49.66,0.0,0.0002444091409018697,1.2233775746941082,-0.371965944954733,0.3552409688623563,-0.1502717680859446
kansoom,1,5.0,13,13.0,21.95,21.95,21.95,4.073485681697829e-05,1.2233775746941082,-0.32951432997129393,-0.2276791032863862,-0.278002152709314
kapray_clothing,8,4.7,147,18.375,27.338,27.78,26.57,0.0003258788545358263,0.14627742909845234,-0.28387884386409695,-0.061439048835667684,-0.09917961423659688
kari_traa,13,4.954,21,1.615,83.966,200.0,27.93,0.0005295531386207178,1.0582222190361066,-0.42617665728858467,1.6857476258924844,0.02855077038677249
karrimor,13,4.677,310,23.846,36.799,48.01,9.84,0.0005295531386207178,0.06369975126944995,-0.2374282867492179,0.2304683667467835,0.02855077038677249
kasebay,7,5.0,56,8.0,14.04,14.38,13.86,0.00028514399771884804,1.2233775746941082,-0.371965944954733,-0.4717323383838589,-0.12472569116127075
kathmandu,3,5.0,25,8.333,71.617,72.28,71.03,0.00012220457045093486,1.2233775746941082,-0.369138667396836,1.3047345538041548,-0.22690999885996624
katin,9,4.333,17,1.889,36.334,68.0,17.73,0.0003666137113528046,-1.1713750823469007,-0.4238503087874922,0.21612136872904344,-0.073633537311923
katz_dancewear,128,4.621,5053,39.477,20.586,27.81,0.0,0.005214061672573221,-0.1373589425750696,-0.1047160479879907,-0.26976363080509075,2.966349616724268
kavu,4,4.325,30,7.5,44.88,74.93,31.73,0.00016293942726791315,-1.2000977528961183,-0.3762111064530769,0.4797975946636833,-0.20136392193529237
keela,10,4.86,236,23.6,82.457,156.08,44.26,0.0004073485681697829,0.720730840082803,-0.2395169062064031,1.6391893032929792,-0.048087460387249134
keelied,1,4.4,22,22.0,23.53,23.53,23.53,4.073485681697829e-05,-0.9308227164972035,-0.2531014230011036,-0.17893016378524745,-0.278002152709314
keen,1,5.0,1,1.0,24.99,24.99,24.99,4.073485681697829e-05,1.2233775746941082,-0.4313982059315477,-0.13388367538546117,-0.278002152709314
keepsa,2,4.5,278,139.0,15.515,15.66,15.37,8.146971363395658e-05,-0.571789334631986,0.7402663676113707,-0.42622304359640345,-0.25245607578464013
keerads,5,4.54,81,16.2,3.554,3.68,3.46,0.00020367428408489145,-0.42817598188589834,-0.3023452963818929,-0.7952648571236944,-0.1758178450106185
keethem,1,5.0,6,6.0,10.01,10.01,10.01,4.073485681697829e-05,1.2233775746941082,-0.38894659094810863,-0.5960729878709403,-0.278002152709314
kefitevd,3,5.0,24,8.0,19.753,19.91,19.61,0.00012220457045093486,1.2233775746941082,-0.371965944954733,-0.29546481220031123,-0.22690999885996624
kelme,3,4.9,30,10.0,33.47,33.82,33.06,0.00012220457045093486,0.8643441928288906,-0.3549852989613574,0.127756202443435,-0.22690999885996624
kenoce,2,4.65,30,15.0,23.51,23.69,23.33,8.146971363395658e-05,-0.03323926183415644,-0.3125336839779183,-0.17954723896880617,-0.25245607578464013
kernoda,2,4.55,18,9.0,84.32,85.28,83.36,8.146971363395658e-05,-0.3922726436993772,-0.36347562195804517,1.6966698566414737,-0.25245607578464013
kidsform,34,4.509,1804,53.059,20.39,27.82,13.26,0.0013849851317772619,-0.539476330264115,0.010599518953023204,-0.2758109676039661,0.5650183858049238
kidsparadisy,1,4.6,14,14.0,12.9,12.9,12.9,4.073485681697829e-05,-0.21275595276676842,-0.32102400697460615,-0.5069056238467057,-0.278002152709314
killer_whale,6,4.65,147,24.5,16.465,26.01,11.66,0.0002444091409018697,-0.03323926183415644,-0.23187561550938407,-0.3969119723773644,-0.1502717680859446
kilt_society,9,4.611,398,44.222,61.414,66.48,57.9,0.0003666137113528046,-0.17326228076159392,-0.06442946536870697,0.989933648911675,-0.073633537311923
kimikal,2,4.6,45,22.5,23.845,26.01,21.68,8.146971363395658e-05,-0.21275595276676842,-0.2488562615027597,-0.16921122964419774,-0.25245607578464013
kimodo,3,5.0,18,6.0,7.367,7.77,6.59,0.00012220457045093486,1.2233775746941082,-0.38894659094810863,-0.6776194733782249,-0.22690999885996624
kineed,1,5.0,9,9.0,35.57,35.57,35.57,4.073485681697829e-05,1.2233775746941082,-0.36347562195804517,0.19254909671710035,-0.278002152709314
kingwo,1,5.0,8,8.0,3.28,3.28,3.28,4.073485681697829e-05,1.2233775746941082,-0.371965944954733,-0.8037187871384488,-0.278002152709314
kinikiss,1,3.8,146,146.0,17.22,17.22,17.22,4.073485681697829e-05,-3.0850230076885183,0.7996986285881854,-0.3736173841980229,-0.278002152709314
kinmlc,1,5.0,13,13.0,15.66,15.66,15.66,4.073485681697829e-05,1.2233775746941082,-0.32951432997129393,-0.42174924851560275,-0.278002152709314
kipro,8,4.688,175,21.875,19.204,19.7,18.38,0.0003258788545358263,0.10319342327462445,-0.2541627133756896,-0.312403525988998,-0.09917961423659688
kischers,2,5.0,12,6.0,43.945,49.65,38.24,8.146971363395658e-05,1.2233775746941082,-0.38894659094810863,0.45094932983231323,-0.25245607578464013
kisiki,7,5.0,77,11.0,24.036,28.79,0.0,0.00028514399771884804,1.2233775746941082,-0.34649497596466955,-0.1633181616412119,-0.12472569116127075
kisslace,4,4.6,66,16.5,17.902,19.34,16.72,0.00016293942726791315,-0.21275595276676842,-0.2997981994828866,-0.3525751204386705,-0.20136392193529237
kkompany,12,4.658,151,12.583,26.659,51.92,16.57,0.0004888182818037394,-0.004516591284938906,-0.33305479466091276,-0.0823887513174862,0.0030046934620986156
kmfeel,1,4.7,13,13.0,21.95,21.95,21.95,4.073485681697829e-05,0.14627742909845234,-0.32951432997129393,-0.2276791032863862,-0.278002152709314
kobay,8,4.125,171,21.375,8.036,8.97,5.38,0.0003258788545358263,-1.9181645166265566,-0.2584078748740335,-0.6569783084881858,-0.09917961423659688
kodal,5,4.58,576,115.2,20.208,21.88,18.49,0.00020367428408489145,-0.2845626291398107,0.5381966802902007,-0.2814263517743505,-0.1758178450106185
kollache,13,4.2,2531,194.692,8.967,10.39,8.51,0.0005295531386207178,-1.648889480227642,1.2131094359429084,-0.6282534586935274,0.02855077038677249
koly,13,4.454,1747,134.385,3.633,4.05,3.09,0.0005295531386207178,-0.7369446902899875,0.7010835269816563,-0.7928274101486374,0.02855077038677249
komprexx,19,4.895,264,13.895,15.238,17.5,13.32,0.0007739622795225875,0.8463925237356269,-0.32191549088925836,-0.4347695348886917,0.18182723193481573
kooga,5,5.0,50,10.0,50.524,71.89,18.81,0.00020367428408489145,1.2233775746941082,-0.3549852989613574,0.6539362114639533,-0.1758178450106185
kookaburra,7,4.843,83,11.857,18.974,29.35,4.46,0.00028514399771884804,0.6596951651657146,-0.3392187691565081,-0.3194998905999233,-0.12472569116127075
kooogear,8,4.8,250,31.25,15.352,23.15,0.0,0.0003258788545358263,0.5053108109636699,-0.17456593528174133,-0.431252206342407,-0.09917961423659688
kordear,2,5.0,12,6.0,11.795,12.58,11.01,8.146971363395658e-05,1.2233775746941082,-0.38894659094810863,-0.540999027738325,-0.25245607578464013
kqueenstar,2,4.35,81,40.5,10.255,11.61,8.9,8.146971363395658e-05,-1.1103394074298154,-0.09603044756237904,-0.5885138168723462,-0.25245607578464013
kuhl,152,4.562,1707,11.23,83.553,449.0,16.83,0.0061916982361807,-0.3491886378755493,-0.3445422016754313,1.673005023351997,3.5794554629164406
kukubird,2,5.0,16,8.0,14.41,15.34,13.48,8.146971363395658e-05,1.2233775746941082,-0.371965944954733,-0.4603164474880226,-0.25245607578464013
kungber,4,4.575,103,25.75,13.068,14.16,12.57,0.00016293942726791315,-0.3025142982330712,-0.2212627117635243,-0.5017221923048125,-0.20136392193529237
kungfu_mall,1,5.0,7,7.0,14.1,14.1,14.1,4.073485681697829e-05,1.2233775746941082,-0.38045626795142085,-0.46988111283318273,-0.278002152709314
kustom_kit,3,4.533,53,17.667,14.76,15.14,14.33,0.00012220457045093486,-0.4533083186164625,-0.2898899925457519,-0.44951763177574505,-0.22690999885996624
kuzkauf,1,4.9,17,17.0,18.25,18.25,18.25,4.073485681697829e-05,0.8643441928288906,-0.2955530379845427,-0.34183801224474886,-0.278002152709314
kxf,1,4.3,52,52.0,10.22,10.22,10.22,4.073485681697829e-05,-1.2898560983624243,0.0016082668995308306,-0.5895936984435738,-0.278002152709314
l&l,4,4.9,64,16.0,6.47,6.53,6.4,0.00016293942726791315,0.8643441928288906,-0.30404336098123047,-0.7052952953608335,-0.20136392193529237
l.a._gear,2,4.7,23,11.5,12.625,12.74,12.51,8.146971363395658e-05,0.14627742909845234,-0.34224981446632563,-0.5153904076206381,-0.25245607578464013
la'prado,4,5.0,52,13.0,26.235,44.05,16.58,0.00016293942726791315,1.2233775746941082,-0.32951432997129393,-0.095470745208931,-0.20136392193529237
la_active,3,4.433,70,23.333,17.2,18.45,16.56,0.00012220457045093486,-0.8123417004816832,-0.24178382244651875,-0.37423445938158156,-0.22690999885996624
la_isla,19,4.3,1887,99.316,16.604,18.54,11.95,0.0007739622795225875,-1.2898560983624243,0.4033363898108115,-0.3926232998516313,0.18182723193481573
la_sportiva,1,5.0,3,3.0,34.73,34.73,34.73,4.073485681697829e-05,1.2233775746941082,-0.4144175599381721,0.16663193900763412,-0.278002152709314
laat,10,5.0,70,7.0,0.127,0.31,0.0,0.0004073485681697829,1.2233775746941082,-0.38045626795142085,-0.9010006898264806,-0.048087460387249134
labelar,3,4.8,28,9.333,19.093,19.7,18.19,0.00012220457045093486,0.5053108109636699,-0.36064834440014815,-0.3158282932577489,-0.22690999885996624
lachesis,2,4.9,30,15.0,23.275,24.57,21.98,8.146971363395658e-05,0.8643441928288906,-0.3125336839779183,-0.18679787237562118,-0.25245607578464013
lachi,5,4.92,61,12.2,33.296,34.86,30.63,0.00020367428408489145,0.9361508692019329,-0.3363065883686442,0.12238764834647416,-0.1758178450106185
lacoste,11,4.9,200,18.182,90.079,106.19,80.2,0.00044808342498676117,0.8643441928288906,-0.28551747620245765,1.8743566557472064,-0.022541383462575258
ladeheid,2,4.9,22,11.0,24.16,24.27,24.05,8.146971363395658e-05,0.8643441928288906,-0.34649497596466955,-0.1594922955031479,-0.25245607578464013
lady_hagen,14,4.842,219,15.643,31.374,80.0,13.97,0.0005702879954376961,0.6561048313470612,-0.30707440629104804,0.06308672320648141,0.054096847311446365
lady_olga,1,4.5,48,48.0,21.76,21.76,21.76,4.073485681697829e-05,-0.571789334631986,-0.032353025087220426,-0.23354131753019391,-0.278002152709314
lafroi,32,4.903,468,14.625,20.564,26.47,16.16,0.0013035154181433052,0.8751151942848444,-0.31571755510167626,-0.27044241350700526,0.5139262319555761
laiwodun,2,5.0,12,6.0,16.355,16.44,16.27,8.146971363395658e-05,1.2233775746941082,-0.38894659094810863,-0.40030588588693733,-0.25245607578464013
lalaareal,4,4.8,37,9.25,15.767,20.55,14.04,0.00016293942726791315,0.5053108109636699,-0.36135304120887324,-0.41844789628356366,-0.20136392193529237
lanniu,3,4.633,63,21.0,18.99,20.9,15.3,0.00012220457045093486,-0.09427493675124489,-0.2615917459977914,-0.31900623045307636,-0.22690999885996624
lantch,4,4.95,51,12.75,14.308,16.23,11.95,0.00016293942726791315,1.0438608837614995,-0.33163691072046586,-0.4634635309241721,-0.20136392193529237
lantian,1,5.0,14,14.0,16.59,16.59,16.59,4.073485681697829e-05,1.2233775746941082,-0.32102400697460615,-0.3930552524801224,-0.278002152709314
laorchid,8,4.588,90,11.25,21.704,29.3,0.0,0.0003258788545358263,-0.2558399585905931,-0.3443723952154976,-0.23526912804415837,-0.09917961423659688
laowwo,2,4.5,64,32.0,15.3,16.58,14.02,8.146971363395658e-05,-0.571789334631986,-0.16819819303422545,-0.4328566018196596,-0.25245607578464013
lapasa,96,4.498,13210,137.604,21.86,66.62,0.0,0.0039105462544299155,-0.5789700022692895,0.7284138767079946,-0.2304559416124004,2.1488751551347036
lapopnut,2,4.75,23,11.5,19.755,21.93,17.58,8.146971363395658e-05,0.3257941200310611,-0.34224981446632563,-0.2954031046819554,-0.25245607578464013
laprado,1,5.0,11,11.0,16.64,16.64,16.64,4.073485681697829e-05,1.2233775746941082,-0.34649497596466955,-0.39151256452122557,-0.278002152709314
lapulas,13,4.715,559,43.0,19.557,22.17,16.8,0.0005295531386207178,0.20013243637823402,-0.0748046400706595,-0.3015121489991867,0.02855077038677249
lasszone,2,4.75,63,31.5,12.955,13.0,12.91,8.146971363395658e-05,0.3257941200310611,-0.17244335453256937,-0.5052086670919193,-0.25245607578464013
lastia,1,5.0,9,9.0,23.06,23.06,23.06,4.073485681697829e-05,1.2233775746941082,-0.36347562195804517,-0.19343143059887738,-0.278002152709314
latec,2,4.8,36,18.0,14.08,15.41,12.75,8.146971363395658e-05,0.5053108109636699,-0.28706271498785485,-0.4704981880167414,-0.25245607578464013
laulax,18,4.65,1038,57.667,6.462,16.95,0.0,0.0007332274227056092,-0.03323926183415644,0.04972292732176069,-0.7055421254342569,0.15628115501014186
lava,1,4.8,11,11.0,0.0,0.0,0.0,4.073485681697829e-05,0.5053108109636699,-0.34649497596466955,-0.9049191172420784,-0.278002152709314
laxus,3,4.967,37,12.333,18.727,20.42,16.69,0.00012220457045093486,1.1048965586785846,-0.33517737541008474,-0.32712076911687343,-0.22690999885996624
layatone,1,5.0,12,12.0,46.68,46.68,46.68,4.073485681697829e-05,1.2233775746941082,-0.33800465296798177,0.5353343611839678,-0.278002152709314
layen,2,4.5,89,44.5,37.89,39.04,36.74,8.146971363395658e-05,-0.571789334631986,-0.062069155575627775,0.2641298180099116,-0.25245607578464013
lazy_jacks,1,4.6,25,25.0,38.52,38.52,38.52,4.073485681697829e-05,-0.21275595276676842,-0.22763045401104015,0.28356768629201123,-0.278002152709314
lazzboy,7,4.614,69,9.857,9.974,10.95,6.82,0.00028514399771884804,-0.16249127930563692,-0.35619941514988374,-0.597183723201346,-0.12472569116127075
lazzboy_women,1,3.5,130,130.0,11.68,11.68,11.68,4.073485681697829e-05,-4.162123153284174,0.6638534606411803,-0.5445472100437875,-0.278002152709314
lbl_leading_the_better_life,2,4.5,42,21.0,35.775,35.84,35.71,8.146971363395658e-05,-0.571789334631986,-0.2615917459977914,0.19887411734857716,-0.25245607578464013
lchulle,1,4.8,8,8.0,5.16,5.16,5.16,4.073485681697829e-05,0.5053108109636699,-0.371965944954733,-0.7457137198839293,-0.278002152709314
lecoon,3,4.833,30,10.0,18.823,20.84,14.97,0.00012220457045093486,0.6237918269791934,-0.3549852989613574,-0.32415880823579163,-0.22690999885996624
ledeng,1,5.0,10,10.0,20.58,20.58,20.58,4.073485681697829e-05,1.2233775746941082,-0.3549852989613574,-0.26994875336015833,-0.278002152709314
lee_cooper,5,4.8,70,14.0,25.906,32.68,11.24,0.00020367428408489145,0.5053108109636699,-0.32102400697460615,-0.10562163197847191,-0.1758178450106185
leezeshaw,1,4.8,11,11.0,19.07,19.07,19.07,4.073485681697829e-05,0.5053108109636699,-0.34649497596466955,-0.3165379297188414,-0.278002152709314
leif_nelson,24,4.742,1278,53.25,40.005,54.46,21.8,0.0009776365636074789,0.2970714494818436,0.012221170645390599,0.329385518671246,0.3095576165581851
lemedy,3,4.8,42,14.0,12.137,12.27,12.02,0.00012220457045093486,0.5053108109636699,-0.32102400697460615,-0.5304470420994708,-0.22690999885996624
lemef,7,4.429,1605,229.286,16.69,18.81,14.52,0.00028514399771884804,-0.8267030357562903,1.5068236696903268,-0.3899698765623288,-0.12472569116127075
lemieux,2,5.0,13,6.5,26.035,26.11,25.96,8.146971363395658e-05,1.2233775746941082,-0.3847014294497647,-0.10164149704451814,-0.25245607578464013
lepel,5,4.6,135,27.0,8.1,9.61,7.64,0.00020367428408489145,-0.21275595276676842,-0.21064980801766453,-0.655003667900798,-0.1758178450106185
lerben,10,5.0,107,10.7,12.502,14.37,12.05,0.0004073485681697829,1.2233775746941082,-0.3490420728636759,-0.5191854199995243,-0.048087460387249134
lermx,1,4.6,40,40.0,12.84,12.84,12.84,4.073485681697829e-05,-0.21275595276676842,-0.10027560906072294,-0.5087568493973819,-0.278002152709314
les_umes,2,4.85,20,10.0,27.415,27.54,27.29,8.146971363395658e-05,0.6848275018962787,-0.3549852989613574,-0.05906330937896668,-0.25245607578464013
leslady,11,4.736,111,10.091,20.761,24.42,15.64,0.00044808342498676117,0.27552944656992967,-0.35421267956865876,-0.26436422294895195,-0.022541383462575258
lesufit,1,4.1,11,11.0,11.09,11.09,11.09,4.073485681697829e-05,-2.0079228620928626,-0.34649497596466955,-0.5627509279587697,-0.278002152709314
lethmik,1,4.6,82,82.0,97.31,97.31,97.31,4.073485681697829e-05,-0.21275595276676842,0.2563179568001653,2.0974601883628607,-0.278002152709314
letouch,5,4.64,241,48.2,27.188,28.3,25.49,0.00020367428408489145,-0.06914260002068075,-0.03065496048788284,-0.06606711271235813,-0.1758178450106185
levis,12,4.592,1331,110.917,70.743,100.94,38.04,0.0004888182818037394,-0.24147862331598594,0.5018326268953868,1.2777683682826386,0.0030046934620986156
lhhmz,1,4.2,98,98.0,32.49,32.49,32.49,4.073485681697829e-05,-1.648889480227642,0.3921631247471703,0.09751951844905793,-0.278002152709314
lhwy,2,4.7,4,2.0,7.195,8.65,5.74,8.146971363395658e-05,0.14627742909845234,-0.42290788293485987,-0.6829263199568298,-0.25245607578464013
liang_rou,2,4.4,295,147.5,18.37,18.5,18.24,8.146971363395658e-05,-0.9308227164972035,0.8124341130832171,-0.33813556114339655,-0.25245607578464013
lifeguardgear,3,4.6,228,76.0,24.003,25.77,20.65,0.00012220457045093486,-0.21275595276676842,0.20537601882003836,-0.16433633569408382,-0.22690999885996624
light_&_leaf,8,4.65,124,15.5,22.268,22.5,21.94,0.0003258788545358263,-0.03323926183415644,-0.3082885224795744,-0.21786760786780254,-0.09917961423659688
lightdesire,2,4.25,231,115.5,16.475,16.49,16.46,8.146971363395658e-05,-1.469372789295033,0.5407437771892071,-0.39660343478558496,-0.25245607578464013
lighthouse,2,4.8,16,8.0,48.37,48.38,48.36,8.146971363395658e-05,0.5053108109636699,-0.371965944954733,0.5874772141946794,-0.25245607578464013
lily_sport,1,5.0,10,10.0,10.65,10.65,10.65,4.073485681697829e-05,1.2233775746941082,-0.3549852989613574,-0.5763265819970614,-0.278002152709314
linie_naturelle,4,4.7,180,45.0,85.342,86.41,84.91,0.00016293942726791315,0.14627742909845234,-0.05782399407728387,1.7282023985213244,-0.20136392193529237
litthing,16,4.675,694,43.375,14.517,18.74,11.38,0.0006517577090716526,0.05651908363214636,-0.07162076894690157,-0.4570150952559835,0.1051890011607941
little_hotties,4,4.6,461,115.25,2.022,8.09,0.0,0.00016293942726791315,-0.21275595276676842,0.5386211964400351,-0.8425328161842922,-0.20136392193529237
little_kathmandu,7,4.771,93,13.286,63.169,64.09,62.37,0.00028514399771884804,0.40119113022275676,-0.32708609759424123,1.0440819962689523,-0.12472569116127075
liverpool_f.c.,52,4.635,2543,48.904,28.334,65.41,2.91,0.002118212554482871,-0.0870942691139413,-0.024677773098214614,-0.0307087046944436,1.0248477704490535
lixada,4,4.375,343,85.75,33.628,42.11,16.63,0.00016293942726791315,-1.0205810619635096,0.2881566680377446,0.1326310963935489,-0.20136392193529237
lkcell,2,4.8,28,14.0,11.075,11.82,10.33,8.146971363395658e-05,0.5053108109636699,-0.32102400697460615,-0.5632137343464387,-0.25245607578464013
ll,18,4.6,635,35.278,15.077,17.13,13.48,0.0007332274227056092,-0.21275595276676842,-0.1403669142510828,-0.4397369901163394,0.15628115501014186
location,1,4.4,126,126.0,0.0,0.0,0.0,4.073485681697829e-05,-0.9308227164972035,0.6298921686544291,-0.9049191172420784,-0.278002152709314
lofbaz,59,4.354,9744,165.153,20.168,23.85,12.68,0.002403356552201719,-1.0959780721552053,0.962313784943747,-0.2826605021414679,1.2036703089217706
loffu,3,4.933,26,8.667,21.83,21.83,21.83,0.00012220457045093486,0.982825208844411,-0.3663028995159422,-0.23138155438773853,-0.22690999885996624
lofir,1,4.7,21,21.0,19.29,19.29,19.29,4.073485681697829e-05,0.14627742909845234,-0.2615917459977914,-0.3097501026996956,-0.278002152709314
loistu,7,4.786,177,25.286,18.089,19.76,9.04,0.00028514399771884804,0.4550461375025384,-0.22520222163398743,-0.3468054674723966,-0.12472569116127075
lole,1,4.8,5,5.0,108.0,108.0,108.0,4.073485681697829e-05,0.5053108109636699,-0.39743691394479647,2.427286873974995,-0.278002152709314
lonsdale,3,4.8,41,13.667,21.407,22.6,19.19,0.00012220457045093486,0.5053108109636699,-0.32385128453250317,-0.24443269452000532,-0.22690999885996624
lorin,32,4.506,5224,163.25,27.56,64.82,12.75,0.0013035154181433052,-0.550247331720072,0.9461567002810501,-0.05458951429816599,0.5139262319555761
lorsou,2,4.05,202,101.0,20.72,23.13,18.31,8.146971363395658e-05,-2.1874395530254716,0.41763409373723376,-0.26562922707524733,-0.25245607578464013
losrly,3,4.8,48,16.0,20.237,21.02,19.04,0.00012220457045093486,0.5053108109636699,-0.30404336098123047,-0.28053159275819034,-0.22690999885996624
lotus_instyle,1,4.4,33,33.0,16.12,16.12,16.12,4.073485681697829e-05,-0.9308227164972035,-0.15970787003753764,-0.40755651929375225,-0.278002152709314
loudelephant,1,4.4,41,41.0,0.0,0.0,0.0,4.073485681697829e-05,-0.9308227164972035,-0.09178528606403513,-0.9049191172420784,-0.278002152709314
lovache,2,5.0,12,6.0,14.685,14.72,14.65,8.146971363395658e-05,1.2233775746941082,-0.38894659094810863,-0.4518316637140902,-0.25245607578464013
love,4,5.0,8,2.0,36.478,69.0,22.97,0.00016293942726791315,1.2233775746941082,-0.42290788293485987,0.22056431005066615,-0.20136392193529237
love_lola,1,5.0,6,6.0,10.43,10.43,10.43,4.073485681697829e-05,1.2233775746941082,-0.38894659094810863,-0.5831144090162074,-0.278002152709314
love_my_fashions,4,4.25,1109,277.25,10.92,16.99,5.42,0.00016293942726791315,-1.469372789295033,1.9140535219034611,-0.5679960670190188,-0.20136392193529237
lover_beauty,35,4.509,3388,96.8,14.0,18.7,10.03,0.00142571998859424,-0.539476330264115,0.3819747371511449,-0.4729664887509763,0.5905644627295977
loveternal,10,4.65,244,24.4,22.766,31.5,15.74,0.0004073485681697829,-0.03323926183415644,-0.23272464780905286,-0.20250243579719054,-0.048087460387249134
lovezesent,5,5.0,53,10.6,15.462,19.29,13.56,0.00020367428408489145,1.2233775746941082,-0.34989110516334465,-0.42785829283283405,-0.1758178450106185
lsysag,15,4.8,227,15.133,15.717,17.11,13.96,0.0006110228522546743,0.5053108109636699,-0.31140447101935886,-0.4199905842424604,0.07964292423612024
lucky_in_love,1,3.667,3,3.0,32.97,32.97,32.97,4.073485681697829e-05,-3.56253740556926,-0.4144175599381721,0.11232932285446705,-0.278002152709314
lucy,1,5.0,3,3.0,43.83,43.83,43.83,4.073485681697829e-05,1.2233775746941082,-0.4144175599381721,0.44740114752685056,-0.278002152709314
lufa,1,4.6,25,25.0,0.0,0.0,0.0,4.073485681697829e-05,-0.21275595276676842,-0.22763045401104015,-0.9049191172420784,-0.278002152709314
lumpinee,9,4.8,128,14.222,39.583,41.51,36.29,0.0003666137113528046,0.5053108109636699,-0.3191391552693414,0.31636523229815694,-0.073633537311923
